timestamp,world_index,world_index_corrected,confidence,norm_pos_x,norm_pos_y,diameter,method,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle,diameter_3d,model_confidence,model_id,sphere_center_x,sphere_center_y,sphere_center_z,sphere_radius,circle_3d_center_x,circle_3d_center_y,circle_3d_center_z,circle_3d_normal_x,circle_3d_normal_y,circle_3d_normal_z,circle_3d_radius,theta,phi,projected_sphere_center_x,projected_sphere_center_y,projected_sphere_axis_a,projected_sphere_axis_b,projected_sphere_angle
-2.943597,0,0,1.000000,0.259579,0.542943,123.819528,3d c++,166.130477,219.387242,67.567427,123.819528,20.968812,5.238505,0.806647,23.000000,1.074755,2.350308,34.937585,12.000000,-6.623903,-0.922240,26.334034,-0.641555,-0.272712,-0.716963,2.619252,1.294585,-2.300744,339.072522,281.708413,425.902361,425.902361,90.000000
-2.935589,0,0,1.000000,0.259653,0.542916,124.060282,3d c++,166.177603,219.400147,67.732255,124.060282,20.970495,5.248230,0.807064,23.000000,1.074755,2.350308,34.937585,12.000000,-6.621737,-0.921810,26.331933,-0.641374,-0.272677,-0.717138,2.624115,1.294622,-2.300483,339.072522,281.708413,425.902361,425.902361,90.000000
-2.927600,0,0,1.000000,0.259611,0.542864,123.986404,3d c++,166.150869,219.425414,67.680781,123.986404,20.960341,5.245241,0.807371,23.000000,1.074755,2.350308,34.937585,12.000000,-6.622927,-0.920687,26.332570,-0.641473,-0.272583,-0.717085,2.622621,1.294720,-2.300596,339.072522,281.708413,425.902361,425.902361,90.000000
-2.919615,0,0,1.000000,0.259698,0.542848,124.175058,3d c++,166.206558,219.432806,67.823735,124.175058,20.964448,5.252692,0.807571,23.000000,1.074755,2.350308,34.937585,12.000000,-6.620223,-0.920442,26.330059,-0.641248,-0.272563,-0.717294,2.626346,1.294741,-2.300277,339.072522,281.708413,425.902361,425.902361,90.000000
-2.911602,0,0,1.000000,0.259667,0.542735,124.141422,3d c++,166.187120,219.487261,67.807333,124.141422,20.946813,5.251222,0.807746,23.000000,1.074755,2.350308,34.937585,12.000000,-6.620950,-0.918071,26.329809,-0.641309,-0.272365,-0.717315,2.625611,1.294946,-2.300309,339.072522,281.708413,425.902361,425.902361,90.000000
-2.903604,0,0,1.000000,0.259873,0.542862,124.063072,3d c++,166.318726,219.426068,67.850664,124.063072,20.978284,5.246884,0.807896,23.000000,1.074755,2.350308,34.937585,12.000000,-6.613941,-0.920487,26.324464,-0.640725,-0.272566,-0.717760,2.623442,1.294737,-2.299548,339.072522,281.708413,425.902361,425.902361,90.000000
-2.895588,0,0,1.000000,0.259723,0.542634,124.259800,3d c++,166.222838,219.535747,67.910614,124.259800,20.936982,5.255706,0.808071,23.000000,1.074755,2.350308,34.937585,12.000000,-6.618999,-0.916009,26.327282,-0.641146,-0.272193,-0.717525,2.627853,1.295125,-2.300038,339.072522,281.708413,425.902361,425.902361,90.000000
-2.883474,0,0,1.000000,0.259837,0.542799,124.186742,3d c++,166.295524,219.456428,67.905728,124.186742,20.967293,5.252234,0.808364,23.000000,1.074755,2.350308,34.937585,12.000000,-6.615292,-0.919300,26.325220,-0.640837,-0.272467,-0.717697,2.626117,1.294840,-2.299679,339.072522,281.708413,425.902361,425.902361,90.000000
-2.875601,0,0,1.000000,0.259945,0.542667,124.279057,3d c++,166.364996,219.519802,68.026065,124.279057,20.956814,5.255224,0.809134,23.000000,1.074755,2.350308,34.937585,12.000000,-6.611386,-0.916522,26.320680,-0.640512,-0.272236,-0.718075,2.627612,1.295080,-2.299165,339.072522,281.708413,425.902361,425.902361,90.000000
-2.867620,0,0,1.000000,0.259888,0.542875,124.328195,3d c++,166.328554,219.420043,67.993858,124.328195,20.981382,5.258079,0.809433,23.000000,1.074755,2.350308,34.937585,12.000000,-6.613946,-0.920954,26.324646,-0.640725,-0.272605,-0.717745,2.629039,1.294697,-2.299559,339.072522,281.708413,425.902361,425.902361,90.000000
